index,score
103,0.4352805286645889
104,0.37642977833747865
105,0.3013136688619852
106,0.30967488773167134
107,0.3946889162063598
108,0.3489220798015594
109,0.33587331622838973
110,0.36307969987392424
111,0.3542520672082901
112,0.3072205770760775
113,0.31842779852449893
114,0.43230655789375305
115,0.3068855110555887
116,0.30617666747421024
117,0.39831798970699306
118,0.38032627701759336
119,0.31125287935137746
120,0.3098041623830795
121,0.305685706436634
122,0.31483202129602433
123,0.3017680364660919
124,0.2977160495705903
125,0.35125004053115844
126,0.39179656505584715
127,0.33743006139993664
128,0.46074720025062554
129,0.4385883450508118
130,0.4324100375175476
131,0.41812464594841003
132,0.3181613333523274
133,0.39006983041763305
134,0.4790586054325104
135,0.44771706461906435
136,0.3211346134543419
137,0.30421881917864085
138,0.3146785844117403
139,0.5005510926246644
140,0.4257209122180938
141,0.3776836931705475
142,0.394705045223236
143,0.478904128074646
144,0.3788102030754089
145,0.4453627198934555
146,0.4067765146493912
147,0.3880791932344436
148,0.33118069991469384
149,0.4096411943435669
150,0.35857671797275537
151,0.3642517179250717
152,0.414222040772438
153,0.3167389489710331
154,0.3022901561111212
155,0.3456989049911499
156,0.4043806493282318
157,0.5140254199504852
158,0.33993323296308514
159,0.39795197546482086
160,0.3788957476615905
161,0.36203140765428543
162,0.4409976303577423
163,0.34685420393943783
164,0.8086854249238968
165,0.5626514911651611
166,0.30650054309517144
167,0.4293260514736175
168,0.3125195223838091
169,0.9149599015712738
170,0.4654191076755524
171,0.43915538191795345
172,0.3166024133563042
173,0.3174712222069502
174,0.30063489815220235
175,0.4021429091691971
176,0.3708668142557144
177,0.42310694754123684
178,0.4796324193477631
179,0.32058991491794586
180,0.3604415237903595
181,0.3768014073371887
182,0.48804532885551455
183,0.4531255781650543
184,0.39639118909835813
185,0.43297378420829774
186,0.459340238571167
187,0.34137619882822035
188,0.4305343508720398
189,0.2918057246133685
190,0.4875031471252441
191,0.307379518635571
192,0.35464847534894944
193,0.34339581727981566
194,0.4331378638744354
195,0.3022220145910978
196,0.475857549905777
197,0.3356935165822506
198,0.3742336928844452
199,0.46171554923057556
200,0.4187983363866806
201,0.31766267605125903
202,0.5241646349430085
203,0.4483383893966675
204,0.4666035354137421
205,0.3507948964834213
206,0.31112773418426515
207,0.3670473128557205
208,0.32602867037057875
209,0.4195124566555023
210,0.3015733896754682
211,0.31968626528978344
212,0.4445506989955902
213,0.40124299228191374
214,0.4133521020412445
215,0.4051433801651001
216,0.5065813422203064
217,0.5019002079963684
218,0.38809964060783386
219,0.40280250906944276
220,0.485080075263977
221,0.4835678994655609
222,0.3186798390001058
223,0.4333246350288391
224,0.4241770595312118
225,0.3790075063705444
226,0.35342131555080414
227,0.3619322821497917
228,0.5274336576461791
229,0.5865970730781556
230,0.383722722530365
231,0.4935396552085876
232,0.5122249603271485
233,0.32693362981081003
234,0.35412469804286956
235,0.3152574419975281
236,0.4780438899993896
237,0.3267536535859108
238,0.9080588281154632
239,0.4345384955406189
240,0.2788024038076401
241,0.7249059356749058
242,0.34702535569667814
243,0.5329672694206238
244,0.48260877728462215
245,0.35365224033594134
246,0.440733128786087
247,0.49561128616333006
248,0.3670888602733612
249,0.365614378452301
250,0.5330752372741698
251,0.3803741991519928
252,0.4672785043716431
253,0.45580269098281856
254,0.35380135774612426
255,0.3121736414730549
256,0.4638560056686401
257,0.5107108175754547
258,0.35271447300910946
259,0.3595193400979042
260,0.4874088585376739
261,0.3345825344324112
262,0.44945831000804903
263,0.3809169352054596
264,0.5247855663299561
265,0.41419309973716734
266,0.49410694241523745
267,0.3881986320018768
268,0.48277067542076113
269,0.3871731966733932
270,0.5344720065593719
271,0.3471981257200241
272,0.5059453547000885
273,0.38753449022769926
274,0.3647312343120575
275,0.3635737895965576
276,0.45961788296699524
277,0.35968058109283446
278,0.31191401816904546
279,0.5018894970417023
280,0.4610839247703552
281,0.383861893415451
282,0.7493742108345032
283,0.48114863634109495
284,0.4225772202014923
285,0.4723217368125916
286,0.293898805975914
287,0.422147262096405
288,0.4699341058731079
289,0.5397107362747192
290,0.3430731877684593
291,0.46280634999275205
292,0.4605845510959625
293,0.3813161015510559
294,0.37915302515029903
295,0.4386970460414886
296,0.3413345843553543
297,0.46577889919281
298,0.33871431201696395
299,0.2970236884430051
300,0.30541594997048377
301,0.34116448312997816
302,0.47714420557022097
303,0.31416498385369773
304,0.4079360067844391
305,0.49863520860671995
306,0.4426168084144593
307,0.41039674580097196
308,0.44478562474250793
309,0.33184753954410556
310,0.3350833587348461
311,0.31351512148976324
312,0.42287028729915616
313,0.3933099389076233
314,0.4341118454933166
315,0.4696198225021362
316,0.4704053342342377
317,0.3068052213639021
318,0.3504949495196342
319,0.41869382858276366
320,0.3299907311797142
321,0.4761825442314148
322,0.5403182208538055
323,0.49980686902999877
324,0.3747018814086914
325,0.29905284717679026
326,0.3258588351309299
327,0.517228478193283
328,0.4543998062610626
329,0.5276549220085144
330,0.40356385409831996
331,0.48730169534683226
332,0.4395736634731293
333,0.47808423042297366
334,0.4483891636133194
335,0.3314118906855583
336,0.4087946891784668
337,0.3161224566400051
338,0.2844901129603386
339,0.49966099262237545
340,0.40738733410835265
341,0.3135432813316584
342,0.361291167140007
343,0.44767242372035976
344,0.275029818713665
345,0.3793680131435394
346,0.4873767256736755
347,0.3287551671266556
348,0.33223276510834693
349,0.4819154620170593
350,0.4397402912378311
351,0.32008540704846383
352,0.3337953373789787
353,0.482005101442337
354,0.3697813779115677
355,0.3378485172986984
356,0.3147685468196869
357,0.4334865689277649
358,0.3874705284833908
359,0.4625095725059509
360,0.2926346160471439
361,0.34127790480852127
362,0.3591983377933502
363,0.4384771317243576
364,0.37623753547668454
365,0.4519749641418457
366,0.44956220090389254
367,0.3389022946357727
368,0.4040741264820099
369,0.44594986438751216
370,0.46989119052886963
371,0.3481614366173744
372,0.5028282165527344
373,0.39201820492744444
374,0.3066129421815276
375,0.45621373057365416
376,0.3845347434282303
377,0.4321791172027588
378,0.49087493419647216
379,0.3512050285935402
380,0.3223759263753891
381,0.2949279427528381
382,0.3338479153811931
383,0.4681191086769104
384,0.32289046347141265
385,0.29598831189796326
386,0.2835836268961429
387,0.3048818036913872
388,0.4664922595024109
389,0.41504374444484704
390,0.3062720026820898
391,0.29112645629793404
392,0.3624785006046295
393,0.3210600011050701
394,0.466158252954483
395,0.35522293746471406
396,0.3193308457732201
397,0.2897762082517147
398,0.5245803952217102
399,0.31639021933078765
400,0.3478329017758369
401,0.32047787234187125
402,0.31279250867664815
403,0.45609447956085203
404,0.30414733998477456
405,0.2845248196274042
406,0.4831511914730072
407,0.5208533763885498
408,0.3046696272678673
409,0.3563461080193519
410,0.2834751170128584
411,0.3037760820239782
412,0.28827929645776745
413,0.46155706644058225
414,0.5241575002670288
415,0.4088254272937774
416,0.4217674434185028
417,0.9453444838523866
418,0.4050530344247818
419,0.3365665599703789
420,0.35754557400941844
421,0.3362208366394043
422,0.30274096140637996
423,0.36569259166717527
424,0.33867704272270205
425,0.35119733959436417
